Unnamed: 0,passResult,offenseFormation,personnelO,personnelD,defendersInBox,dropBackType,pff_playAction,pff_passCoverage,pff_passCoverageType,playDirection
800,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",5.0,TRADITIONAL,0,Cover-1,Man,left
801,C,EMPTY,"1 RB, 2 TE, 2 WR","4 DL, 2 LB, 5 DB",5.0,TRADITIONAL,0,Quarters,Zone,right
802,I,SHOTGUN,"1 RB, 2 TE, 2 WR","4 DL, 3 LB, 4 DB",7.0,TRADITIONAL,0,Cover-3,Zone,right
803,I,SINGLEBACK,"1 RB, 1 TE, 3 WR","3 DL, 3 LB, 5 DB",6.0,SCRAMBLE,1,Cover-3,Zone,left
804,I,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 3 LB, 6 DB",6.0,SCRAMBLE,0,Red Zone,Other,right
805,C,I_FORM,"1 RB, 1 TE, 3 WR","5 DL, 2 LB, 4 DB",6.0,TRADITIONAL,0,Quarters,Zone,right
806,I,SHOTGUN,"1 RB, 1 TE, 3 WR","3 DL, 3 LB, 5 DB",6.0,TRADITIONAL,0,Quarters,Zone,right
807,R,SHOTGUN,"1 RB, 1 TE, 3 WR","3 DL, 2 LB, 6 DB",7.0,SCRAMBLE,0,Cover-3,Zone,left
808,I,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 3 LB, 6 DB",6.0,,0,Red Zone,Other,right
809,C,EMPTY,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",6.0,TRADITIONAL,0,Cover-3,Zone,right
810,C,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 3 LB, 6 DB",7.0,TRADITIONAL,0,Cover-3,Zone,right
811,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",6.0,DESIGNED_ROLLOUT_RIGHT,0,Cover-3,Zone,right
812,I,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",7.0,TRADITIONAL,0,Cover-1,Man,right
813,I,SHOTGUN,"1 RB, 1 TE, 3 WR","3 DL, 2 LB, 6 DB",5.0,TRADITIONAL,0,Cover-3,Zone,right
814,I,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",6.0,,1,Cover-2,Zone,right
815,C,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",6.0,TRADITIONAL,0,Cover-1,Man,right
816,I,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",7.0,TRADITIONAL,0,Cover-1,Man,right
817,I,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",6.0,TRADITIONAL,0,Cover-1,Man,right
818,I,EMPTY,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",6.0,TRADITIONAL,0,Cover-2,Zone,left
819,I,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",6.0,TRADITIONAL,0,Red Zone,Other,right
820,C,SHOTGUN,"1 RB, 1 TE, 3 WR","3 DL, 2 LB, 6 DB",5.0,TRADITIONAL,0,Cover-3,Zone,right
821,I,SHOTGUN,"1 RB, 1 TE, 3 WR","3 DL, 3 LB, 5 DB",5.0,TRADITIONAL,0,Cover-1,Man,left
822,R,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",6.0,SCRAMBLE,0,Cover-1,Man,right
823,R,SINGLEBACK,"1 RB, 3 TE, 1 WR","4 DL, 3 LB, 4 DB",7.0,SCRAMBLE,0,Cover-3,Zone,left
824,I,SHOTGUN,"0 RB, 2 TE, 3 WR","1 DL, 3 LB, 7 DB",5.0,SCRAMBLE,0,Red Zone,Other,right
825,S,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",6.0,TRADITIONAL,0,Cover-6,Zone,right
826,C,I_FORM,"1 RB, 2 TE, 2 WR","2 DL, 4 LB, 5 DB",6.0,TRADITIONAL,1,Cover-2,Zone,right
827,C,SHOTGUN,"1 RB, 1 TE, 3 WR","3 DL, 2 LB, 6 DB",5.0,TRADITIONAL,0,Cover-1,Man,right
828,C,EMPTY,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",4.0,TRADITIONAL,0,Cover-2,Zone,left
829,C,EMPTY,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",5.0,TRADITIONAL,0,Quarters,Zone,right
830,I,SHOTGUN,"1 RB, 1 TE, 3 WR","3 DL, 2 LB, 6 DB",5.0,SCRAMBLE,0,Cover-1,Man,right
831,C,SHOTGUN,"1 RB, 1 TE, 3 WR","3 DL, 2 LB, 6 DB",6.0,TRADITIONAL,0,Quarters,Zone,left
832,R,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",6.0,SCRAMBLE,0,Cover-1,Man,left
833,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 3 LB, 4 DB",7.0,DESIGNED_ROLLOUT_RIGHT,0,Cover-0,Man,right
834,R,I_FORM,"1 RB, 2 TE, 2 WR","2 DL, 4 LB, 5 DB",6.0,SCRAMBLE,1,Cover-2,Zone,right
835,I,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",6.0,,0,Cover-3,Zone,right
836,C,I_FORM,"2 RB, 1 TE, 2 WR","3 DL, 4 LB, 4 DB",7.0,TRADITIONAL,1,Cover-2,Zone,left
837,I,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",6.0,TRADITIONAL,0,Quarters,Zone,right
838,I,SHOTGUN,"1 RB, 1 TE, 3 WR","3 DL, 2 LB, 6 DB",7.0,,0,Cover-6,Zone,left
839,C,SHOTGUN,"1 RB, 1 TE, 3 WR","3 DL, 2 LB, 6 DB",5.0,TRADITIONAL,0,Cover-1,Man,right
840,I,EMPTY,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",5.0,TRADITIONAL,0,Red Zone,Other,left
841,R,SINGLEBACK,"6 OL, 1 RB, 2 TE, 1 WR","3 DL, 4 LB, 4 DB",7.0,,1,Cover-2,Zone,right
842,C,EMPTY,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",5.0,TRADITIONAL,0,Cover-3,Zone,right
843,C,SINGLEBACK,"1 RB, 2 TE, 2 WR","3 DL, 4 LB, 4 DB",8.0,TRADITIONAL,1,Cover-3,Zone,left
844,C,EMPTY,"1 RB, 1 TE, 3 WR","4 DL, 1 LB, 6 DB",6.0,TRADITIONAL,0,Cover-1,Man,left
845,C,I_FORM,"2 RB, 1 TE, 2 WR","3 DL, 4 LB, 4 DB",8.0,TRADITIONAL,0,Cover-3,Zone,left
846,R,EMPTY,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",6.0,SCRAMBLE,0,Red Zone,Other,left
847,I,SHOTGUN,"1 RB, 1 TE, 3 WR","3 DL, 2 LB, 6 DB",6.0,TRADITIONAL,0,Cover-1,Man,left
848,C,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",5.0,TRADITIONAL,0,Cover-3,Zone,left
849,C,SHOTGUN,"1 RB, 1 TE, 3 WR","3 DL, 2 LB, 6 DB",7.0,TRADITIONAL,0,Cover-6,Zone,left
850,I,EMPTY,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",6.0,TRADITIONAL,0,Cover-3,Zone,right
851,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",5.0,TRADITIONAL,0,Cover-6,Zone,right
852,C,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",6.0,TRADITIONAL,0,Cover-6,Zone,left
853,I,SHOTGUN,"1 RB, 1 TE, 3 WR","3 DL, 2 LB, 6 DB",5.0,TRADITIONAL,0,2-Man,Man,right
854,R,SHOTGUN,"1 RB, 1 TE, 3 WR","3 DL, 2 LB, 6 DB",7.0,SCRAMBLE,0,Cover-1,Man,left
855,C,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",6.0,TRADITIONAL,0,Cover-3,Zone,right
856,C,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 3 LB, 6 DB",5.0,TRADITIONAL,0,Cover-3,Zone,right
857,C,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",5.0,TRADITIONAL,1,Cover-2,Zone,right
858,I,EMPTY,"1 RB, 1 TE, 3 WR","3 DL, 4 LB, 4 DB",6.0,TRADITIONAL,0,Cover-0,Man,left
859,I,SHOTGUN,"1 RB, 1 TE, 3 WR","3 DL, 2 LB, 6 DB",5.0,TRADITIONAL,0,2-Man,Man,right
860,I,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",6.0,TRADITIONAL,0,Cover-3,Zone,right
861,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",6.0,TRADITIONAL,0,Cover-2,Zone,right
862,C,SINGLEBACK,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",6.0,DESIGNED_ROLLOUT_RIGHT,1,Cover-3,Zone,right
863,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",6.0,TRADITIONAL,0,Cover-1,Man,left
864,R,SHOTGUN,"1 RB, 1 TE, 3 WR","3 DL, 2 LB, 6 DB",6.0,SCRAMBLE,0,Cover-6,Zone,left
865,C,SINGLEBACK,"1 RB, 3 TE, 1 WR","4 DL, 3 LB, 4 DB",8.0,DESIGNED_ROLLOUT_LEFT,1,Cover-1,Man,right
866,C,EMPTY,"1 RB, 1 TE, 3 WR","2 DL, 3 LB, 6 DB",4.0,TRADITIONAL,0,Cover-1,Man,right
867,S,SINGLEBACK,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",7.0,SCRAMBLE_ROLLOUT_RIGHT,1,Cover-1,Man,left
868,I,I_FORM,"2 RB, 1 TE, 2 WR","3 DL, 4 LB, 4 DB",7.0,TRADITIONAL,0,Red Zone,Other,left
869,I,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",5.0,SCRAMBLE,0,Cover-6,Zone,right
870,C,SHOTGUN,"1 RB, 2 TE, 2 WR","4 DL, 3 LB, 4 DB",9.0,SCRAMBLE,1,Cover-0,Man,left
871,I,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 1 LB, 6 DB",6.0,SCRAMBLE,0,Cover-1,Man,left
872,I,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 1 LB, 6 DB",6.0,TRADITIONAL,0,2-Man,Man,left
873,C,SHOTGUN,"1 RB, 1 TE, 3 WR","3 DL, 3 LB, 5 DB",4.0,TRADITIONAL,0,Cover-3,Zone,left
874,I,SINGLEBACK,"1 RB, 2 TE, 2 WR","3 DL, 4 LB, 4 DB",8.0,DESIGNED_ROLLOUT_RIGHT,1,Cover-3,Zone,left
875,I,SHOTGUN,"1 RB, 1 TE, 3 WR","3 DL, 2 LB, 6 DB",6.0,TRADITIONAL,0,Cover-3,Zone,left
876,I,JUMBO,"6 OL, 2 RB, 2 TE, 0 WR","3 DL, 5 LB, 3 DB",10.0,TRADITIONAL,1,Red Zone,Other,right
877,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 1 LB, 6 DB",6.0,TRADITIONAL,0,Cover-2,Zone,left
878,C,EMPTY,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",5.0,SCRAMBLE,0,Cover-2,Zone,right
879,I,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",6.0,TRADITIONAL,0,Cover-1,Man,right
880,R,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",5.0,SCRAMBLE,0,Cover-6,Zone,right
881,I,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 1 LB, 6 DB",6.0,TRADITIONAL,0,Quarters,Zone,left
882,C,SHOTGUN,"1 RB, 1 TE, 3 WR","3 DL, 2 LB, 6 DB",7.0,TRADITIONAL,0,Cover-3,Zone,left
883,C,SINGLEBACK,"1 RB, 2 TE, 2 WR","2 DL, 4 LB, 5 DB",6.0,TRADITIONAL,1,Cover-1,Man,right
884,IN,EMPTY,"1 RB, 1 TE, 3 WR","2 DL, 3 LB, 6 DB",4.0,TRADITIONAL,0,Cover-1,Man,right
885,C,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 3 LB, 6 DB",6.0,TRADITIONAL,0,Cover-6,Zone,right
886,I,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 1 LB, 6 DB",6.0,TRADITIONAL,1,Cover-1,Man,left
887,C,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 3 LB, 6 DB",4.0,TRADITIONAL,0,Cover-2,Zone,right
888,I,SHOTGUN,"1 RB, 1 TE, 3 WR","1 DL, 3 LB, 7 DB",3.0,TRADITIONAL,0,Quarters,Zone,left
889,R,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",5.0,,0,Cover-2,Zone,left
890,I,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 1 LB, 6 DB",7.0,,0,Cover-1,Man,left
891,S,EMPTY,"1 RB, 1 TE, 3 WR","1 DL, 5 LB, 5 DB",6.0,TRADITIONAL,0,Cover-3,Zone,left
892,IN,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 3 LB, 6 DB",5.0,TRADITIONAL,0,Cover-2,Zone,right
893,S,SHOTGUN,"1 RB, 1 TE, 3 WR","3 DL, 2 LB, 6 DB",5.0,TRADITIONAL,0,Cover-2,Zone,left
894,I,EMPTY,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",6.0,,0,Red Zone,Other,right
895,I,EMPTY,"1 RB, 1 TE, 3 WR","3 DL, 3 LB, 5 DB",5.0,,0,Cover-1,Man,right
896,I,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 1 LB, 6 DB",7.0,TRADITIONAL,0,Cover-6,Zone,left
897,C,SHOTGUN,"1 RB, 1 TE, 3 WR","3 DL, 2 LB, 6 DB",6.0,TRADITIONAL,0,Red Zone,Other,left
898,I,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",5.0,TRADITIONAL,0,Cover-6,Zone,left
899,I,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 1 LB, 6 DB",6.0,TRADITIONAL,0,Cover-1,Man,left
900,C,SHOTGUN,"1 RB, 1 TE, 3 WR","3 DL, 2 LB, 6 DB",4.0,TRADITIONAL,0,Cover-6,Zone,left
901,I,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",6.0,TRADITIONAL,1,Cover-3,Zone,right
902,C,EMPTY,"1 RB, 2 TE, 2 WR","4 DL, 2 LB, 5 DB",6.0,TRADITIONAL,0,Quarters,Zone,left
903,C,SHOTGUN,"1 RB, 1 TE, 3 WR","1 DL, 5 LB, 5 DB",6.0,TRADITIONAL,1,Cover-6,Zone,left
904,I,SHOTGUN,"1 RB, 2 TE, 2 WR","2 DL, 2 LB, 7 DB",5.0,SCRAMBLE,0,Cover-0,Man,left
905,I,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 3 LB, 4 DB",7.0,DESIGNED_ROLLOUT_RIGHT,1,Cover-3,Zone,right
906,C,SHOTGUN,"1 RB, 1 TE, 3 WR","3 DL, 2 LB, 6 DB",6.0,TRADITIONAL,0,Quarters,Zone,left
907,C,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",6.0,,0,Cover-1,Man,right
908,I,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",5.0,,0,Cover-6,Zone,left
909,C,EMPTY,"1 RB, 1 TE, 3 WR","2 DL, 3 LB, 6 DB",5.0,TRADITIONAL,0,Cover-1,Man,right
910,C,SHOTGUN,"1 RB, 1 TE, 3 WR","1 DL, 5 LB, 5 DB",7.0,TRADITIONAL,1,Cover-0,Man,left
911,I,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 1 LB, 6 DB",6.0,TRADITIONAL,0,Cover-6,Zone,left
912,C,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 3 LB, 6 DB",6.0,TRADITIONAL,0,Cover-1,Man,right
913,I,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 3 LB, 6 DB",6.0,TRADITIONAL,0,Red Zone,Other,right
914,I,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 1 LB, 6 DB",6.0,TRADITIONAL,0,Cover-6,Zone,left
915,C,SHOTGUN,"1 RB, 1 TE, 3 WR","3 DL, 2 LB, 6 DB",6.0,TRADITIONAL,0,Cover-2,Zone,left
916,C,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 3 LB, 6 DB",5.0,TRADITIONAL,0,Cover-1,Man,right
917,C,EMPTY,"1 RB, 1 TE, 3 WR","1 DL, 5 LB, 5 DB",5.0,TRADITIONAL,0,Quarters,Zone,left
918,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 1 LB, 6 DB",6.0,TRADITIONAL,0,Quarters,Zone,left
919,C,SHOTGUN,"1 RB, 2 TE, 2 WR","4 DL, 2 LB, 5 DB",6.0,DESIGNED_ROLLOUT_LEFT,1,Cover-1,Man,right
920,I,SHOTGUN,"1 RB, 1 TE, 3 WR","3 DL, 3 LB, 5 DB",6.0,TRADITIONAL,0,Quarters,Zone,left
921,I,SHOTGUN,"1 RB, 1 TE, 3 WR","3 DL, 2 LB, 6 DB",6.0,TRADITIONAL,0,Cover-6,Zone,left
922,C,SINGLEBACK,"1 RB, 1 TE, 3 WR","3 DL, 3 LB, 5 DB",8.0,DESIGNED_ROLLOUT_RIGHT,1,Cover-0,Man,right
923,I,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",6.0,TRADITIONAL,0,Cover-3,Zone,right
924,C,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",6.0,TRADITIONAL,0,Cover-3,Zone,left
925,I,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",5.0,TRADITIONAL,0,Red Zone,Other,left
926,C,SHOTGUN,"1 RB, 1 TE, 3 WR","3 DL, 3 LB, 5 DB",6.0,TRADITIONAL,0,Quarters,Zone,left
927,C,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",6.0,TRADITIONAL,0,Cover-2,Zone,right
928,I,SHOTGUN,"1 RB, 1 TE, 3 WR","3 DL, 2 LB, 6 DB",4.0,TRADITIONAL,0,Quarters,Zone,left
929,C,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",6.0,TRADITIONAL,0,Cover-2,Zone,left
930,I,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 3 LB, 6 DB",6.0,TRADITIONAL,0,Cover-1,Man,right
931,I,SHOTGUN,"1 RB, 1 TE, 3 WR","3 DL, 3 LB, 5 DB",6.0,TRADITIONAL,0,Cover-1,Man,right
932,I,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 1 LB, 6 DB",5.0,TRADITIONAL,0,Cover-3,Zone,left
933,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",6.0,TRADITIONAL,0,Cover-2,Zone,left
934,I,EMPTY,"1 RB, 1 TE, 3 WR","3 DL, 2 LB, 6 DB",4.0,TRADITIONAL,0,Cover-2,Zone,left
935,R,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 3 LB, 6 DB",4.0,SCRAMBLE,0,Cover-1,Man,right
936,I,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 1 LB, 6 DB",5.0,TRADITIONAL,0,Cover-6,Zone,left
937,C,SHOTGUN,"1 RB, 1 TE, 3 WR","3 DL, 3 LB, 5 DB",6.0,TRADITIONAL,0,Cover-6,Zone,left
938,R,SHOTGUN,"1 RB, 1 TE, 3 WR","3 DL, 2 LB, 6 DB",4.0,SCRAMBLE,0,Cover-2,Zone,left
939,I,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 3 LB, 6 DB",5.0,TRADITIONAL,0,Cover-1,Man,right
940,C,EMPTY,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",7.0,TRADITIONAL,0,Cover-0,Man,left
941,C,SHOTGUN,"1 RB, 1 TE, 3 WR","3 DL, 3 LB, 5 DB",6.0,TRADITIONAL,0,Quarters,Zone,left
942,I,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 3 LB, 6 DB",6.0,TRADITIONAL,0,Cover-1,Man,right
943,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 1 LB, 6 DB",5.0,TRADITIONAL,0,Cover-6,Zone,left
944,C,SHOTGUN,"1 RB, 1 TE, 3 WR","3 DL, 3 LB, 5 DB",7.0,TRADITIONAL,0,Cover-3,Zone,left
945,C,SHOTGUN,"1 RB, 1 TE, 3 WR","3 DL, 2 LB, 6 DB",6.0,TRADITIONAL,0,Cover-1,Man,left
946,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",6.0,TRADITIONAL,1,Cover-0,Man,right
947,I,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 1 LB, 6 DB",5.0,TRADITIONAL,0,Quarters,Zone,left
948,I,SHOTGUN,"1 RB, 1 TE, 3 WR","3 DL, 3 LB, 5 DB",6.0,TRADITIONAL,0,Cover-3,Zone,left
949,I,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",6.0,,0,2-Man,Man,left
950,C,EMPTY,"0 RB, 1 TE, 4 WR","4 DL, 1 LB, 6 DB",5.0,TRADITIONAL,0,Quarters,Zone,left
951,C,EMPTY,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",6.0,TRADITIONAL,0,Red Zone,Other,left
952,I,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 1 LB, 6 DB",5.0,TRADITIONAL,0,Cover-6,Zone,left
953,C,SINGLEBACK,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",6.0,TRADITIONAL,0,Cover-3,Zone,left
954,R,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 1 LB, 6 DB",4.0,SCRAMBLE,0,Cover-2,Zone,left
955,I,EMPTY,"0 RB, 1 TE, 4 WR","3 DL, 2 LB, 6 DB",3.0,SCRAMBLE,0,Cover-3,Zone,left
956,C,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",6.0,TRADITIONAL,0,Cover-2,Zone,left
957,C,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",6.0,TRADITIONAL,0,2-Man,Man,left
958,C,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",7.0,TRADITIONAL,0,Cover-1,Man,left
959,C,SHOTGUN,"1 RB, 1 TE, 3 WR","1 DL, 5 LB, 5 DB",6.0,SCRAMBLE,0,Cover-1,Man,right
960,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 1 LB, 6 DB",5.0,TRADITIONAL,0,Cover-2,Zone,left
961,I,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",7.0,TRADITIONAL,0,Cover-1,Man,left
962,I,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 1 LB, 6 DB",6.0,TRADITIONAL,0,Cover-1,Man,left
963,C,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",5.0,TRADITIONAL,0,Cover-1,Man,left
964,I,SINGLEBACK,"1 RB, 1 TE, 3 WR","3 DL, 3 LB, 5 DB",6.0,TRADITIONAL,1,Cover-3,Zone,left
965,C,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",6.0,TRADITIONAL,0,Cover-1,Man,left
966,I,SHOTGUN,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",5.0,TRADITIONAL,0,Cover-1,Man,left
967,C,SHOTGUN,"1 RB, 2 TE, 2 WR","3 DL, 2 LB, 6 DB",5.0,TRADITIONAL,0,Cover-3,Zone,left
968,I,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 1 LB, 6 DB",7.0,TRADITIONAL,0,2-Man,Man,left
969,R,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 1 LB, 6 DB",5.0,SCRAMBLE,0,Cover-6,Zone,left
970,I,SHOTGUN,"1 RB, 1 TE, 3 WR","3 DL, 2 LB, 6 DB",4.0,TRADITIONAL,0,2-Man,Man,left
971,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 1 LB, 6 DB",8.0,TRADITIONAL,0,Cover-0,Man,left
972,R,SHOTGUN,"1 RB, 2 TE, 2 WR","3 DL, 2 LB, 6 DB",4.0,SCRAMBLE,0,2-Man,Man,left
973,I,I_FORM,"1 RB, 2 TE, 2 WR","4 DL, 3 LB, 4 DB",7.0,SCRAMBLE,1,Cover-1,Man,left
974,I,SHOTGUN,"1 RB, 2 TE, 2 WR","4 DL, 1 LB, 6 DB",5.0,TRADITIONAL,0,Prevent,Other,left
975,C,SHOTGUN,"1 RB, 1 TE, 3 WR","3 DL, 3 LB, 5 DB",6.0,TRADITIONAL,0,Cover-1,Man,left
976,C,EMPTY,"1 RB, 1 TE, 3 WR","2 DL, 4 LB, 5 DB",6.0,TRADITIONAL,0,Cover-1,Man,left
977,I,JUMBO,"1 RB, 3 TE, 1 WR","4 DL, 3 LB, 4 DB",7.0,TRADITIONAL,1,Cover-1,Man,left
978,S,SHOTGUN,"1 RB, 1 TE, 3 WR","3 DL, 3 LB, 5 DB",6.0,TRADITIONAL,0,Quarters,Zone,right
979,C,SHOTGUN,"1 RB, 1 TE, 3 WR","3 DL, 3 LB, 5 DB",5.0,TRADITIONAL,0,Cover-6,Zone,right
980,C,SHOTGUN,"1 RB, 1 TE, 3 WR","3 DL, 3 LB, 5 DB",5.0,TRADITIONAL,0,Cover-3,Zone,right
981,C,SHOTGUN,"1 RB, 1 TE, 3 WR","3 DL, 3 LB, 5 DB",5.0,TRADITIONAL,0,Cover-6,Zone,right
982,C,SHOTGUN,"1 RB, 1 TE, 3 WR","3 DL, 3 LB, 5 DB",6.0,TRADITIONAL,0,Cover-1,Man,right
983,I,EMPTY,"1 RB, 1 TE, 3 WR","3 DL, 3 LB, 5 DB",4.0,TRADITIONAL,0,Quarters,Zone,right
984,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",5.0,,0,Cover-3,Zone,right
985,I,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",6.0,TRADITIONAL,0,Cover-1,Man,right
986,I,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",5.0,TRADITIONAL,0,Quarters,Zone,right
0,R,EMPTY,"2 RB, 1 TE, 2 WR","4 DL, 4 LB, 3 DB",6.0,SCRAMBLE,0,Cover-3,Zone,left
1,C,SINGLEBACK,"1 RB, 2 TE, 2 WR","4 DL, 3 LB, 4 DB",7.0,TRADITIONAL,1,Cover-3,Zone,right
2,C,SHOTGUN,"1 RB, 1 TE, 3 WR","4 DL, 2 LB, 5 DB",6.0,TRADITIONAL,0,Cover-3,Zone,left
